,player_id,pitch1,pitch2,uses,tot_bb,exit_velo,exit_velo_minus,whiff_rate,whiff_rate_add
5797,641576,Curveball,Curveball,0,0,,,,
5798,641576,Curveball,Slider,1,1,58.2,0.0,0.0,0.0
5799,641576,Curveball,Sinker,1,0,,,0.0,0.0
5800,641576,Slider,4-Seam Fastball,2,0,74.6,1.2833333333333314,0.0,-0.07142857142857142
5801,641576,Slider,Changeup,0,0,,,,
5802,641576,Slider,Curveball,0,0,,,,
5803,641576,Slider,Slider,0,0,,,,
5804,641576,Slider,Sinker,0,0,,,,
5805,641576,Sinker,4-Seam Fastball,1,0,,,0.0,-0.07142857142857142
5806,641576,Sinker,Changeup,0,0,,,,
5807,641576,Sinker,Curveball,0,0,,,,
5808,641576,Sinker,Slider,0,0,,,,
5809,641576,Sinker,Sinker,0,0,,,,
5810,571670,Changeup,Changeup,39,8,77.97272727272728,2.351272727272729,0.15384615384615385,0.00449550449550451
5811,571670,Changeup,Sinker,41,5,85.27,1.3049999999999784,0.04878048780487805,-0.04882540538112563
5812,571670,Changeup,Slider,10,3,77.6,3.3109756097560847,0.2,0.05250737463126845
5813,571670,Changeup,4-Seam Fastball,12,4,78.075,11.569000000000017,0.08333333333333333,-0.024451097804391225
5814,571670,Sinker,Changeup,72,25,80.00625000000001,0.31775000000000375,0.1111111111111111,-0.03823953823953824
5815,571670,Sinker,Sinker,177,41,86.15208333333334,0.4229166666666373,0.11864406779661017,0.02103817461060649
5816,571670,Sinker,Slider,115,23,82.89655172413795,-1.985576114381871,0.16521739130434782,0.017724765935616255
5817,571670,Sinker,4-Seam Fastball,38,6,93.11666666666666,-3.4726666666666404,0.02631578947368421,-0.08146864166404034
5818,571670,Slider,Changeup,6,0,,,0.8333333333333334,0.683982683982684
5819,571670,Slider,Sinker,120,38,87.26511627906977,-0.6901162790697981,0.10833333333333334,0.010727440147329653
5820,571670,Slider,Slider,95,18,80.35925925925925,0.5517163504968323,0.17894736842105263,0.03145474305232107
5821,571670,Slider,4-Seam Fastball,31,7,95.71249999999998,-6.068499999999958,0.1935483870967742,0.08576395595904963
5822,571670,4-Seam Fastball,Changeup,15,4,80.52000000000001,-0.19599999999999795,0.06666666666666667,-0.08268398268398268
5823,571670,4-Seam Fastball,Sinker,34,6,98.25,-11.675000000000026,0.14705882352941177,0.049452930343408086
5824,571670,4-Seam Fastball,Slider,39,11,81.36363636363636,-0.4526607538802807,0.2564102564102564,0.10891763104152483
5825,571670,4-Seam Fastball,4-Seam Fastball,46,5,85.55999999999999,4.084000000000032,0.15217391304347827,0.04438948190575372
5826,543169,2-Seam Fastball,2-Seam Fastball,68,13,86.1,4.752272727272739,0.08823529411764706,0.013368983957219263
5827,543169,2-Seam Fastball,Slider,46,11,84.81818181818181,0.8361038961039355,0.06521739130434782,-0.042259244209670865
5828,543169,2-Seam Fastball,4-Seam Fastball,15,3,87.25,7.391176470588235,0.13333333333333333,0.11428571428571428
5829,543169,2-Seam Fastball,Changeup,3,0,,,0.0,-0.14285714285714285
5830,543169,Slider,2-Seam Fastball,54,16,94.31176470588234,-3.4594919786096057,0.07407407407407407,-0.0007922360863537314
5831,543169,Slider,Slider,70,14,84.07142857142857,1.5828571428571792,0.14285714285714285,0.03538050734312416
5832,543169,Slider,4-Seam Fastball,33,7,90.64285714285714,3.998319327731096,0.0,-0.01904761904761905
5833,543169,Slider,Changeup,2,0,,,0.0,-0.14285714285714285
